time_step,road_segment_id,local_car_density,average_speed_kmph,brake_events,phantom_jam_flag
6995,6,45,54.88,2,0
6996,3,4,14.11,4,0
6997,35,11,36.08,1,0
6998,18,47,95.71,2,0
6999,11,15,76.66,4,0
7000,20,30,32.63,4,0
7001,5,24,38.32,2,0
7002,19,2,99.85,1,0
7003,22,43,33.0,3,1
7004,19,34,46.76,4,0
7005,47,23,83.08,0,0
7006,16,31,71.72,0,0
7007,24,37,60.7,0,0
7008,41,13,108.97,3,0
7009,4,33,34.17,4,1
7010,15,7,91.56,1,0
7011,25,32,27.5,1,1
7012,44,7,77.73,3,0
7013,35,42,105.77,4,0
7014,14,38,60.37,2,0
7015,49,44,89.67,2,0
7016,19,13,100.24,4,0
7017,38,24,24.96,4,0
7018,36,28,87.64,1,0
7019,7,32,111.18,3,0
7020,30,43,73.4,3,0
7021,19,18,30.47,1,0
7022,49,34,23.96,0,0
7023,25,48,38.57,2,1
7024,16,34,21.39,4,1
7025,47,38,66.47,2,0
7026,40,1,17.67,2,0
7027,8,43,34.57,3,1
7028,18,42,58.39,1,0
7029,28,31,62.13,0,0
7030,16,1,72.19,0,0
7031,19,16,87.62,1,0
7032,42,39,15.2,2,1
7033,17,15,18.87,1,0
7034,45,33,16.69,1,1
7035,13,23,56.55,4,0
7036,7,41,14.6,4,1
7037,27,34,92.07,2,0
7038,10,17,34.53,3,0
7039,34,25,113.31,0,0
7040,36,42,63.5,4,0
7041,25,6,59.1,2,0
7042,6,31,95.86,1,0
7043,24,5,88.45,4,0
7044,18,40,76.8,1,0
7045,23,40,112.87,1,0
7046,6,30,56.45,4,0
7047,29,5,98.94,2,0
7048,25,12,51.81,0,0
7049,17,7,102.22,2,0
7050,46,45,38.54,3,1
7051,24,13,41.82,3,0
7052,11,49,84.57,0,0
7053,26,4,33.4,3,0
7054,34,42,35.21,1,1
7055,28,3,43.58,3,0
7056,3,12,84.68,4,0
7057,11,1,107.83,1,0
7058,38,27,84.2,2,0
7059,14,43,101.06,0,0
7060,26,13,69.79,4,0
7061,48,17,17.58,4,0
7062,21,8,21.05,0,0
7063,39,32,70.98,3,0
7064,30,20,46.06,0,0
7065,8,17,34.26,0,0
7066,20,34,61.29,3,0
7067,48,35,83.31,2,0
7068,32,35,52.35,0,0
7069,22,38,98.28,3,0
7070,7,42,91.24,4,0
7071,9,24,90.84,0,0
7072,45,18,118.37,0,0
7073,1,46,42.48,2,0
7074,29,48,80.92,2,0
7075,8,39,104.1,4,0
7076,4,33,73.75,2,0
7077,35,49,96.85,4,0
7078,3,23,55.59,0,0
7079,45,25,74.95,3,0
7080,40,37,16.12,2,1
7081,7,27,118.43,4,0
7082,27,1,98.0,2,0
7083,1,21,105.57,2,0
7084,27,49,86.37,1,0
7085,16,10,30.47,0,0
7086,38,31,13.41,2,1
7087,7,44,105.11,3,0
7088,44,25,53.6,1,0
7089,23,20,39.03,4,0
7090,41,2,71.78,4,0
7091,11,48,56.3,3,0
7092,42,15,81.68,3,0
7093,33,28,63.22,0,0
7094,36,13,86.7,3,0
7095,37,14,103.88,4,0
7096,41,2,31.51,0,0
7097,17,34,46.24,3,0
7098,35,35,58.05,3,0
7099,48,37,115.83,4,0
7100,5,25,50.19,0,0
7101,48,48,51.92,1,0
7102,32,15,81.88,1,0
7103,3,12,56.11,0,0
7104,47,9,114.63,3,0
7105,35,31,108.39,3,0
7106,14,14,66.47,0,0
7107,48,29,80.93,1,0
7108,31,48,16.38,2,1
7109,31,43,86.53,4,0
7110,17,38,87.79,0,0
7111,24,42,49.51,2,0
7112,23,8,34.17,4,0
7113,18,48,110.66,2,0
7114,14,3,56.94,2,0
7115,15,2,81.91,4,0
7116,15,16,13.67,2,0
7117,6,19,55.55,1,0
7118,27,30,99.9,0,0
7119,15,41,52.63,1,0
7120,36,16,76.35,1,0
7121,8,31,33.08,4,1
7122,15,28,55.82,4,0
7123,3,4,112.04,4,0
7124,47,10,72.31,2,0
7125,13,45,109.21,2,0
7126,41,18,109.22,0,0
7127,34,47,113.86,2,0
7128,24,32,108.49,0,0
7129,40,30,10.36,1,0
7130,32,36,112.74,0,0
7131,32,9,25.12,0,0
7132,30,36,14.39,4,1
7133,49,29,16.09,2,0
7134,13,16,48.38,3,0
7135,1,28,78.29,3,0
7136,34,21,54.25,4,0
7137,15,47,12.81,1,1
7138,44,2,62.41,1,0
7139,14,46,58.63,1,0
7140,29,35,93.25,0,0
7141,34,28,40.76,2,0
7142,18,36,33.93,1,1
7143,7,31,38.15,3,1
7144,29,33,43.41,0,0
7145,31,23,75.91,1,0
7146,25,41,61.87,1,0
7147,38,17,47.06,2,0
7148,14,46,51.17,2,0
7149,8,49,50.8,0,0
7150,27,1,116.96,3,0
7151,2,42,35.63,4,1
7152,17,23,99.99,3,0
7153,37,48,87.9,2,0
7154,14,27,10.61,2,0
7155,25,25,119.25,4,0
7156,30,32,93.21,3,0
7157,29,19,85.07,3,0
7158,20,24,54.59,4,0
7159,21,3,71.07,2,0
7160,22,12,37.86,0,0
7161,35,35,13.9,3,1
7162,37,15,101.96,1,0
7163,16,17,108.61,3,0
7164,49,32,27.87,3,1
7165,43,7,96.58,3,0
7166,17,19,91.53,2,0
7167,16,7,29.62,1,0
7168,2,5,56.4,3,0
7169,4,40,56.5,0,0
7170,21,21,93.6,1,0
7171,39,48,102.14,4,0
7172,34,48,20.43,0,0
7173,30,47,71.93,4,0
7174,6,7,93.79,3,0
7175,17,37,96.48,2,0
7176,39,23,26.28,3,0
7177,25,11,67.81,3,0
7178,5,10,104.33,4,0
7179,5,21,45.04,3,0
7180,20,41,56.76,0,0
7181,16,33,98.48,2,0
7182,41,20,19.83,4,0
7183,37,33,104.54,1,0
7184,40,40,44.23,3,0
7185,9,35,10.16,4,1
7186,5,34,35.76,3,1
7187,42,36,19.85,3,1
7188,2,27,20.16,4,0
7189,9,19,86.21,0,0
7190,43,43,33.54,1,1
7191,36,5,112.82,3,0
7192,22,29,66.81,0,0
7193,22,10,60.61,3,0
7194,22,40,57.77,3,0
7195,34,13,86.18,0,0
7196,29,29,59.75,3,0
7197,38,5,24.15,1,0
7198,46,12,106.82,4,0
7199,33,13,57.12,0,0
7200,18,22,18.14,2,0
7201,7,40,68.23,3,0
7202,1,15,81.21,4,0
7203,33,13,40.31,1,0
7204,1,1,98.04,1,0
7205,24,38,83.68,2,0
7206,4,43,81.54,1,0
7207,4,45,56.29,4,0
7208,18,1,115.81,2,0
7209,27,11,40.16,0,0
7210,43,43,73.55,2,0
7211,32,40,44.0,0,0
7212,33,22,91.93,1,0
7213,28,35,15.26,4,1
7214,42,44,15.05,3,1
7215,41,6,99.19,2,0
7216,36,28,57.77,1,0
7217,6,31,47.53,4,0
7218,16,8,76.83,3,0
7219,34,5,87.21,2,0
7220,23,42,32.13,4,1
7221,42,48,30.4,1,1
7222,24,44,115.4,2,0
7223,49,17,74.86,2,0
7224,13,38,52.91,0,0
7225,18,9,98.16,0,0
7226,13,10,67.77,2,0
7227,49,20,36.58,4,0
7228,37,14,32.74,1,0
7229,43,14,53.65,3,0
7230,39,26,104.59,0,0
7231,42,29,16.76,1,0
7232,17,49,34.04,2,1
7233,15,27,108.25,1,0
7234,18,25,23.39,1,0
7235,23,16,79.26,1,0
7236,30,36,33.49,2,1
7237,34,34,76.65,0,0
7238,4,16,52.14,3,0
7239,3,33,21.18,4,1
7240,7,3,74.07,0,0
7241,18,23,85.13,3,0
7242,42,11,84.83,2,0
7243,7,48,80.07,3,0
7244,40,18,65.02,2,0
7245,6,47,67.14,3,0
7246,22,41,79.92,0,0
7247,1,44,85.93,2,0
7248,4,29,82.04,1,0
7249,46,5,74.56,2,0
7250,49,24,27.14,2,0
7251,43,29,33.17,3,0
7252,29,29,38.62,2,0
7253,21,26,111.16,3,0
7254,26,40,93.53,0,0
7255,14,3,70.82,2,0
7256,9,2,37.73,1,0
7257,47,25,22.2,1,0
7258,12,19,108.86,0,0
7259,42,40,108.19,1,0
7260,6,2,22.18,3,0
7261,20,19,97.69,2,0
7262,24,1,59.13,4,0
7263,27,27,45.64,2,0
7264,38,45,91.3,2,0
7265,8,49,77.58,4,0
7266,1,35,95.8,1,0
7267,49,41,18.18,1,1
7268,49,5,45.04,2,0
7269,24,38,45.12,1,0
7270,47,4,46.27,3,0
7271,7,17,65.27,3,0
7272,19,21,41.13,4,0
7273,22,48,58.88,2,0
7274,35,31,50.46,3,0
7275,30,48,90.88,0,0
7276,29,22,76.39,1,0
7277,22,11,81.9,2,0
7278,11,34,33.16,3,1
7279,20,49,45.81,4,0
7280,29,15,12.33,3,0
7281,41,10,21.92,0,0
7282,42,38,39.16,3,1
7283,34,32,17.2,2,1
7284,1,48,76.29,4,0
7285,31,31,119.79,4,0
7286,30,37,21.09,0,0
7287,48,44,100.34,2,0
7288,18,28,23.07,0,0
7289,17,31,83.69,0,0
7290,38,6,80.75,0,0
7291,14,14,109.3,3,0
7292,23,23,22.53,1,0
7293,25,16,44.7,3,0
7294,15,25,19.99,2,0
7295,46,39,54.81,0,0
7296,22,2,110.28,0,0
7297,3,38,95.97,1,0
7298,19,41,89.52,4,0
7299,44,39,68.63,0,0
7300,34,34,107.18,3,0
7301,35,40,59.44,0,0
7302,1,43,26.47,2,1
7303,21,25,102.13,1,0
7304,29,36,40.76,4,0
7305,6,16,15.9,2,0
7306,37,18,23.86,3,0
7307,1,13,77.0,2,0
7308,1,37,76.78,0,0
7309,27,27,38.62,1,0
7310,21,34,89.99,0,0
7311,16,11,95.1,1,0
7312,44,1,111.26,3,0
7313,40,13,74.34,2,0
7314,26,30,95.74,1,0
7315,16,5,92.84,2,0
7316,28,18,38.36,1,0
7317,1,14,44.12,0,0
7318,36,13,62.63,1,0
7319,10,32,12.09,1,1
7320,43,7,42.71,4,0
7321,17,8,62.13,3,0
7322,23,7,21.89,0,0
7323,7,49,23.89,0,0
7324,44,16,60.96,2,0
7325,7,43,90.41,1,0
7326,44,31,101.71,1,0
7327,15,27,70.09,1,0
7328,34,33,62.22,0,0
7329,46,29,52.27,4,0
7330,45,8,31.22,2,0
7331,4,33,26.12,1,1
7332,14,41,97.11,4,0
7333,14,19,61.15,3,0
7334,16,21,96.94,0,0
7335,7,41,87.45,3,0
7336,32,21,31.33,0,0
7337,19,25,66.13,2,0
7338,2,42,58.84,3,0
7339,10,23,56.63,2,0
7340,17,11,69.68,2,0
7341,37,33,118.03,2,0
7342,12,20,99.42,3,0
7343,6,25,109.41,3,0
7344,22,26,13.26,3,0
7345,32,40,25.44,1,1
7346,41,12,19.32,2,0
7347,20,32,38.96,1,1
7348,1,33,58.61,0,0
7349,47,10,80.63,3,0
7350,6,4,65.09,4,0
7351,19,15,109.35,0,0
7352,18,6,113.38,2,0
7353,6,27,27.99,2,0
7354,45,5,103.82,1,0
7355,33,5,62.99,3,0
7356,23,18,59.87,3,0
7357,23,28,96.34,0,0
7358,26,35,20.25,0,0
7359,13,22,107.07,0,0
7360,7,34,83.79,4,0
7361,15,4,106.28,4,0
7362,44,18,119.39,2,0
7363,27,41,66.98,2,0
7364,26,26,20.26,2,0
7365,33,42,28.32,3,1
7366,15,22,45.6,2,0
7367,36,47,21.39,1,1
7368,45,33,99.69,0,0
7369,27,43,42.66,3,0
7370,5,14,117.35,4,0
7371,2,31,87.29,0,0
7372,33,10,29.08,2,0
7373,16,24,62.36,4,0
7374,23,21,61.36,4,0
7375,38,48,64.18,4,0
7376,16,8,68.93,0,0
7377,14,32,13.43,3,1
7378,29,31,85.49,0,0
7379,26,34,63.59,1,0
7380,35,23,97.01,2,0
7381,15,25,99.69,3,0
7382,3,7,35.36,3,0
7383,23,19,15.33,2,0
7384,29,7,87.36,1,0
7385,34,47,117.55,4,0
7386,33,8,59.13,2,0
7387,41,14,38.56,4,0
7388,41,1,27.23,2,0
7389,23,13,41.62,0,0
7390,7,3,46.07,1,0
7391,3,28,56.63,1,0
7392,32,38,82.09,2,0
7393,31,15,40.05,1,0
7394,18,36,15.61,4,1
7395,43,3,51.06,1,0
7396,7,4,104.12,1,0
7397,41,5,64.82,1,0
7398,1,26,116.13,3,0
7399,14,25,65.4,2,0
7400,32,10,40.35,0,0
7401,6,8,31.26,0,0
7402,39,12,86.4,3,0
7403,10,3,69.0,3,0
7404,7,27,76.44,0,0
7405,26,23,93.06,4,0
7406,34,40,89.85,0,0
7407,30,33,14.77,0,0
7408,36,14,98.28,2,0
7409,21,23,68.6,0,0
7410,17,31,53.09,0,0
7411,33,13,69.13,1,0
7412,10,12,77.37,3,0
7413,47,35,26.45,0,0
7414,42,18,55.92,0,0
7415,12,21,46.91,4,0
7416,16,45,48.54,0,0
7417,41,47,20.05,2,1
7418,32,42,27.58,4,1
7419,15,1,27.8,0,0
7420,27,38,51.05,2,0
7421,28,41,108.39,3,0
7422,17,42,32.66,0,0
7423,46,47,55.78,3,0
7424,2,9,44.28,0,0
7425,36,23,96.61,4,0
7426,7,14,15.51,4,0
7427,13,11,31.62,2,0
7428,15,7,33.17,1,0
7429,25,31,119.23,2,0
7430,23,24,72.79,0,0
7431,22,26,25.29,3,0
7432,26,30,39.94,3,0
7433,33,34,28.46,0,0
7434,11,46,23.71,1,1
7435,10,38,97.69,1,0
7436,25,5,64.53,1,0
7437,37,5,79.43,0,0
7438,48,19,46.44,4,0
7439,43,38,70.91,4,0
7440,38,28,38.33,0,0
7441,41,26,43.88,4,0
7442,45,42,81.75,1,0
7443,24,23,26.54,4,0
7444,40,46,77.89,0,0
7445,46,49,103.75,4,0
7446,33,30,23.25,4,0
7447,17,3,108.72,4,0
7448,24,28,18.74,4,0
7449,37,33,48.38,0,0
7450,2,42,77.16,2,0
7451,32,3,71.54,4,0
7452,24,5,20.6,2,0
7453,9,19,97.88,0,0
7454,4,42,117.05,3,0
7455,17,48,29.94,2,1
7456,17,1,108.46,0,0
7457,48,38,71.25,3,0
7458,30,9,112.95,4,0
7459,40,5,29.37,0,0
7460,11,46,97.12,1,0
7461,21,42,16.58,3,1
7462,21,34,107.15,1,0
7463,18,37,84.16,4,0
7464,29,33,50.73,4,0
7465,24,25,30.95,2,0
7466,10,42,99.82,4,0
7467,45,29,76.36,2,0
7468,17,25,49.65,3,0
7469,18,9,58.82,1,0
7470,42,3,100.92,3,0
7471,48,15,47.28,1,0
7472,20,4,19.86,0,0
7473,37,45,110.24,3,0
7474,45,38,52.61,0,0
7475,18,20,48.32,1,0
7476,17,49,32.48,2,1
7477,9,23,108.72,3,0
7478,14,37,33.93,3,1
7479,49,47,80.03,2,0
7480,29,8,106.88,2,0
7481,31,37,13.84,4,1
7482,4,45,101.17,4,0
7483,18,33,55.17,1,0
7484,20,33,82.38,3,0
7485,47,7,50.96,2,0
7486,43,22,86.51,2,0
7487,44,5,37.97,0,0
7488,9,46,12.41,4,1
7489,13,15,114.26,0,0
7490,15,21,11.8,2,0
7491,27,25,100.65,3,0
7492,15,17,28.61,3,0
7493,28,7,53.14,0,0
7494,37,19,100.47,4,0
7495,19,7,32.65,1,0
7496,26,40,105.23,3,0
7497,26,45,64.75,1,0
7498,25,24,50.28,4,0
7499,26,11,82.87,0,0
7500,26,41,47.55,4,0
7501,46,1,48.2,2,0
7502,28,32,90.69,4,0
7503,49,40,44.08,0,0
7504,18,44,32.08,0,0
7505,32,2,98.84,4,0
7506,3,15,98.59,0,0
7507,2,21,64.73,2,0
7508,33,24,67.93,1,0
7509,42,17,86.57,4,0
7510,19,47,66.02,0,0
7511,17,9,55.87,1,0
7512,44,35,119.44,2,0
7513,33,20,26.24,4,0
7514,12,19,75.2,0,0
7515,49,18,107.44,1,0
7516,3,20,85.59,2,0
7517,43,30,106.9,3,0
7518,49,40,47.0,0,0
7519,26,1,39.92,2,0
7520,35,24,103.64,1,0
7521,8,24,53.35,4,0
7522,36,47,88.07,1,0
7523,7,19,26.25,4,0
7524,46,30,93.14,2,0
7525,46,26,70.39,2,0
7526,36,42,39.55,1,1
7527,16,44,64.4,1,0
7528,24,38,86.66,4,0
7529,1,29,11.31,0,0
7530,49,13,80.12,1,0
7531,25,4,69.57,0,0
7532,10,45,34.23,0,0
7533,16,17,92.83,0,0
7534,16,33,43.38,2,0
7535,8,5,40.45,2,0
7536,29,28,61.83,0,0
7537,39,24,84.38,0,0
7538,28,17,112.17,2,0
7539,6,39,25.55,4,1
7540,16,48,53.61,3,0
7541,20,40,17.37,1,1
7542,16,44,93.44,0,0
7543,7,46,59.25,2,0
7544,41,11,87.76,0,0
7545,14,12,45.44,0,0
7546,43,13,102.87,0,0
7547,26,8,68.83,0,0
7548,26,1,113.8,4,0
7549,14,9,18.67,1,0
7550,7,28,66.57,1,0
7551,33,2,94.31,2,0
7552,26,14,76.02,4,0
7553,45,13,12.55,4,0
7554,20,48,116.96,1,0
7555,3,2,42.81,2,0
7556,4,4,37.42,4,0
7557,26,12,63.42,2,0
7558,11,48,69.64,1,0
7559,2,10,94.29,0,0
7560,14,3,53.26,4,0
7561,44,4,58.4,2,0
7562,30,6,68.85,0,0
7563,49,23,53.38,1,0
7564,12,5,110.6,3,0
7565,26,3,103.64,4,0
7566,44,10,60.05,4,0
7567,33,43,10.02,2,1
7568,13,19,109.1,1,0
7569,14,14,23.68,1,0
7570,24,21,36.9,4,0
7571,34,43,26.76,4,1
7572,44,28,29.78,2,0
7573,26,21,98.32,2,0
7574,21,36,73.75,3,0
7575,28,24,115.17,0,0
7576,48,38,35.46,2,1
7577,36,17,63.42,0,0
7578,40,22,117.52,4,0
7579,2,19,100.91,3,0
7580,42,45,90.15,3,0
7581,9,10,30.79,3,0
7582,23,11,94.63,1,0
7583,15,38,48.23,4,0
7584,13,2,68.36,1,0
7585,23,33,77.01,1,0
7586,17,43,77.03,3,0
7587,48,31,89.92,1,0
7588,2,48,82.79,4,0
7589,20,35,17.52,4,1
7590,20,37,60.31,1,0
7591,46,47,83.04,4,0
7592,3,47,42.56,0,0
7593,12,36,44.44,1,0
7594,40,23,23.7,3,0
7595,2,36,56.05,3,0
7596,36,40,118.55,4,0
7597,14,39,41.39,4,0
7598,16,26,68.46,3,0
7599,19,25,91.76,0,0
7600,34,17,11.48,3,0
7601,44,15,109.05,1,0
7602,46,37,52.52,3,0
7603,6,45,105.6,2,0
7604,13,4,14.28,0,0
7605,36,22,26.02,0,0
7606,22,17,45.48,3,0
7607,18,22,48.0,2,0
7608,12,17,103.26,1,0
7609,30,14,11.23,3,0
7610,40,14,80.52,1,0
7611,7,17,24.44,2,0
7612,32,8,100.55,3,0
7613,48,34,95.64,3,0
7614,19,26,64.99,1,0
7615,6,45,33.4,3,1
7616,20,30,79.79,2,0
7617,27,22,27.19,3,0
7618,43,16,30.9,4,0
7619,37,30,78.94,2,0
7620,48,16,119.04,0,0
7621,7,38,108.02,1,0
7622,5,24,75.24,2,0
7623,11,36,69.24,0,0
7624,15,35,119.82,0,0
7625,3,6,70.21,2,0
7626,5,4,56.21,0,0
7627,23,18,110.05,0,0
7628,37,6,35.76,4,0
7629,9,26,20.73,3,0
7630,15,37,79.75,4,0
7631,3,27,20.54,3,0
7632,29,41,51.05,0,0
7633,6,11,56.59,3,0
7634,17,38,70.23,4,0
7635,26,16,119.08,1,0
7636,21,19,34.31,1,0
7637,8,43,51.33,3,0
7638,21,15,24.55,1,0
7639,11,26,76.84,2,0
7640,38,41,90.04,1,0
7641,8,31,63.03,3,0
7642,42,19,37.04,0,0
7643,24,24,78.3,4,0
7644,35,9,69.31,1,0
7645,14,23,28.83,3,0
7646,14,4,54.63,4,0
7647,10,10,57.87,2,0
7648,12,9,118.09,0,0
7649,38,19,103.42,4,0
7650,44,15,90.78,4,0
7651,46,34,107.77,3,0
7652,34,42,90.9,2,0
7653,41,19,109.37,1,0
7654,10,49,16.0,2,1
7655,17,21,60.17,0,0
7656,17,34,92.16,1,0
7657,3,17,74.16,2,0
7658,31,18,29.27,0,0
7659,1,17,47.45,4,0
7660,12,2,44.96,4,0
7661,39,1,38.75,4,0
7662,4,43,47.74,4,0
7663,42,10,66.63,1,0
7664,13,37,104.04,4,0
7665,34,48,91.62,1,0
7666,42,5,101.88,1,0
7667,21,12,107.2,2,0
7668,22,36,55.78,4,0
7669,4,31,48.06,3,0
7670,18,38,16.34,4,1
7671,5,9,112.35,3,0
7672,19,44,17.24,4,1
7673,2,26,91.52,1,0
7674,12,15,51.59,4,0
7675,17,16,114.37,4,0
7676,10,13,56.16,4,0
7677,34,25,99.83,4,0
7678,6,30,41.09,2,0
7679,8,7,42.9,2,0
7680,11,4,75.51,1,0
7681,12,43,119.78,1,0
7682,9,40,66.93,3,0
7683,2,38,112.99,1,0
7684,8,30,96.49,2,0
7685,11,10,97.55,1,0
7686,36,30,57.96,3,0
7687,10,39,52.52,3,0
7688,21,7,31.11,2,0
7689,20,36,116.03,1,0
7690,48,35,115.53,3,0
7691,8,24,92.18,1,0
7692,36,39,42.59,1,0
7693,29,36,36.97,2,1
7694,42,45,118.75,2,0
7695,12,20,17.32,1,0
7696,14,49,102.79,4,0
7697,48,32,49.1,4,0
7698,21,39,56.08,0,0
7699,22,49,101.52,0,0
7700,21,26,19.97,0,0
7701,44,26,48.96,2,0
7702,30,36,114.72,1,0
7703,39,43,86.9,3,0
7704,20,35,93.04,1,0
7705,24,43,93.33,1,0
7706,23,35,16.66,0,0
7707,7,12,32.35,1,0
7708,9,33,64.04,0,0
7709,1,36,50.5,1,0
7710,26,14,55.2,3,0
7711,38,33,95.96,4,0
7712,38,46,11.61,4,1
7713,44,45,82.65,2,0
7714,22,45,10.01,3,1
7715,44,24,16.94,1,0
7716,10,15,54.91,3,0
7717,6,31,102.5,1,0
7718,17,17,25.95,3,0
7719,38,12,71.01,3,0
7720,24,22,84.64,4,0
7721,10,23,35.25,3,0
7722,8,26,66.36,2,0
7723,21,14,110.25,1,0
7724,6,12,66.35,0,0
7725,21,4,27.31,3,0
7726,39,46,79.06,0,0
7727,24,13,75.14,4,0
7728,33,18,12.97,0,0
7729,18,43,19.97,2,1
7730,28,28,27.25,2,0
7731,32,38,24.99,4,1
7732,12,41,38.54,2,1
7733,48,44,59.95,1,0
7734,42,19,50.89,2,0
7735,27,46,107.97,3,0
7736,10,47,77.33,2,0
7737,46,43,106.38,1,0
7738,42,38,67.97,4,0
7739,32,46,19.89,2,1
7740,42,3,60.96,1,0
7741,26,19,100.42,3,0
7742,25,20,31.35,0,0
7743,11,25,20.03,0,0
7744,23,11,46.24,4,0
7745,34,17,52.78,4,0
7746,40,49,43.69,0,0
7747,23,35,24.88,0,0
7748,29,14,37.59,4,0
7749,31,39,85.05,0,0
7750,7,19,52.45,2,0
7751,40,3,79.58,1,0
7752,33,34,68.99,4,0
7753,21,49,70.4,1,0
7754,2,41,37.34,3,1
7755,18,22,67.37,3,0
7756,47,38,12.6,2,1
7757,33,27,57.49,3,0
7758,37,21,72.99,4,0
7759,34,41,30.02,2,1
7760,20,31,38.22,2,1
7761,35,27,34.15,4,0
7762,18,37,17.76,0,0
7763,46,2,48.26,1,0
7764,24,47,117.69,4,0
7765,8,9,48.93,0,0
7766,30,19,60.66,0,0
7767,44,42,81.84,3,0
7768,10,36,81.33,2,0
7769,23,10,114.49,2,0
7770,49,40,104.33,3,0
7771,11,45,97.33,3,0
7772,2,39,114.68,2,0
7773,26,7,35.38,4,0
7774,36,4,77.88,4,0
7775,33,15,107.59,4,0
7776,47,12,78.66,4,0
7777,13,48,117.52,3,0
7778,40,6,21.04,1,0
7779,25,9,58.33,1,0
7780,4,35,117.51,2,0
7781,42,8,51.75,1,0
7782,19,7,91.35,4,0
7783,18,4,13.34,3,0
7784,37,13,86.43,4,0
7785,30,19,112.81,0,0
7786,19,7,52.1,3,0
7787,23,10,12.34,0,0
7788,16,25,13.07,0,0
7789,1,44,108.12,2,0
7790,12,35,89.48,0,0
7791,24,25,21.74,1,0
7792,34,29,16.0,1,0
7793,8,12,98.53,0,0
7794,18,47,99.08,2,0
7795,48,40,23.26,0,0
7796,5,12,43.17,3,0
7797,26,6,95.8,3,0
7798,30,10,67.8,3,0
7799,13,2,115.22,3,0
7800,19,45,62.92,0,0
7801,29,25,84.47,4,0
7802,3,7,66.08,4,0
7803,26,40,113.73,3,0
7804,40,23,53.85,2,0
7805,12,48,35.28,2,1
7806,2,11,45.93,0,0
7807,11,36,103.81,4,0
7808,44,49,64.77,0,0
7809,28,48,48.97,1,0
7810,18,23,69.87,3,0
7811,13,43,24.66,1,1
7812,37,7,10.59,1,0
7813,22,27,40.86,2,0
7814,12,13,76.55,4,0
7815,2,17,88.28,3,0
7816,37,32,100.93,0,0
7817,7,26,111.93,3,0
7818,26,22,55.33,0,0
7819,26,13,91.46,0,0
7820,24,12,18.21,4,0
7821,12,7,16.33,1,0
7822,16,1,23.73,0,0
7823,23,33,59.34,4,0
7824,40,14,33.24,1,0
7825,9,47,41.56,1,0
7826,32,43,81.27,3,0
7827,15,41,49.44,3,0
7828,37,17,71.31,3,0
7829,13,4,55.36,2,0
7830,5,39,28.59,1,1
7831,11,1,18.14,2,0
7832,10,41,35.99,3,1
7833,13,45,16.35,4,1
7834,41,24,78.05,3,0
7835,46,34,97.53,0,0
7836,15,34,47.37,4,0
7837,42,24,52.58,4,0
7838,7,15,99.78,1,0
7839,40,17,34.49,2,0
7840,28,13,23.11,0,0
7841,32,7,65.12,4,0
7842,35,9,81.08,2,0
7843,15,44,75.96,2,0
7844,48,35,88.53,0,0
7845,36,23,16.24,0,0
7846,21,47,57.1,3,0
7847,6,39,36.24,3,1
7848,1,23,93.5,4,0
7849,4,26,106.0,4,0
7850,11,1,40.95,4,0
7851,44,14,20.47,3,0
7852,26,32,37.88,4,1
7853,37,48,21.44,4,1
7854,23,10,45.47,3,0
7855,29,1,69.2,3,0
7856,21,5,117.1,4,0
7857,48,3,53.93,4,0
7858,45,49,34.2,2,1
7859,45,27,28.35,1,0
7860,49,22,29.03,3,0
7861,27,18,31.19,1,0
7862,39,16,93.85,3,0
7863,40,2,16.71,2,0
7864,13,47,119.71,1,0
7865,23,13,67.5,2,0
7866,16,45,69.87,0,0
7867,30,16,49.33,1,0
7868,4,8,85.93,1,0
7869,40,43,61.86,1,0
7870,16,8,46.2,0,0
7871,31,10,39.17,0,0
7872,42,33,111.82,2,0
7873,25,31,42.01,0,0
7874,44,12,58.0,3,0
7875,12,9,48.54,4,0
7876,26,37,19.48,1,1
7877,37,9,30.45,2,0
7878,48,48,30.85,2,1
7879,33,18,86.3,2,0
7880,28,30,54.72,2,0
7881,9,32,96.02,1,0
7882,12,40,87.98,2,0
7883,5,23,31.13,1,0
7884,28,11,71.92,2,0
7885,35,20,91.72,2,0
7886,5,19,79.63,4,0
7887,34,36,76.0,3,0
7888,46,26,91.36,0,0
7889,34,10,16.25,0,0
7890,13,24,90.46,0,0
7891,39,13,39.99,3,0
7892,42,46,72.91,1,0
7893,45,34,36.65,0,0
7894,48,29,102.27,0,0
7895,14,36,62.86,0,0
7896,11,7,80.72,1,0
7897,42,30,97.35,3,0
7898,38,17,108.48,3,0
7899,4,48,90.53,1,0
7900,33,13,26.36,4,0
7901,7,24,104.0,2,0
7902,41,31,78.04,1,0
7903,8,27,77.04,2,0
7904,37,21,111.35,3,0
7905,10,44,37.37,2,1
7906,43,1,36.35,0,0
7907,15,15,66.45,2,0
7908,38,3,92.59,2,0
7909,15,6,59.2,3,0
7910,5,14,79.73,4,0
7911,29,38,59.78,2,0
7912,19,33,77.14,3,0
7913,10,38,100.45,0,0
7914,12,8,29.85,2,0
7915,4,26,86.49,2,0
7916,31,15,96.62,0,0
7917,18,14,59.18,1,0
7918,16,48,45.56,4,0
7919,40,20,11.49,0,0
7920,36,48,97.68,0,0
7921,25,19,46.07,0,0
7922,23,33,49.3,1,0
7923,12,36,46.96,0,0
7924,34,24,64.86,1,0
